name,age,club,minor,pa,best,pos,field,bats,HR_mlb,HR,OBP,OPS+,bestP,HR_p,OBP_p,OPS+_p,OPS+_pF,Tpct,c,1b,2b,3b,ss,lf,cf,rf,dh,cP,1bP,2bP,3bP,ssP,lfP,cfP,rfP,dhP,toWAR,toWARP,c_tdWAR,1b_tdWAR,2b_tdWAR,3b_tdWAR,ss_tdWAR,lf_tdWAR,cf_tdWAR,rf_tdWAR,dh_tdWAR,in_list
Jerry Prendes,17,NYY,0,0,-8.72,3b,3B,R,,4,0.14,46,0.44,14,0.333,102,102,0.77,-19.65,-8.9,-9.47,-8.72,-11.98,-13.68,-10.69,-13.19,-9.25,-10.49,0.27,-0.3,0.44,-2.81,-4.52,-1.52,-4.03,-0.09,-9.25,-0.09,-10.4,0.36,-0.21,0.53,-2.72,-4.43,-1.43,-3.94,0,
Felix Reyes,16,CWS,1,0,-6.94,lf,LF,R,,4,0.165,52,3.2,17,0.356,113,113,0.88,-18.42,-7.8,-10.28,-10.83,-15.78,-6.94,-8.16,-8.36,-7.88,-8.29,2.34,-0.15,-0.7,-5.65,3.2,1.97,1.77,2.25,-7.88,2.25,-10.54,0.09,-2.4,-2.94,-7.9,0.95,-0.28,-0.48,0,
Alexis Torres,16,SEA,1,0,-8.59,1b,,R,,4,0.145,47,0.4,8,0.353,102,-999,0.47,-19.57,-8.59,-10.98,-10.45,-15.73,-13.27,-10.59,-12.84,-9.03,-10.57,0.4,-1.98,-1.46,-6.74,-4.27,-1.6,-3.85,-0.04,-9.03,-0.04,-10.54,0.44,-1.95,-1.42,-6.7,-4.24,-1.56,-3.81,0,
Jorge Martinez,16,LAA,1,0,-7.7,lf,LF,R,,6,0.146,49,2.55,28,0.348,114,114,0.83,-19.28,-8.72,-13.56,-12.74,-17.9,-7.7,-8.88,-8.94,-8.74,-9.03,1.53,-3.31,-2.49,-7.65,2.55,1.37,1.31,1.51,-8.74,1.51,-10.54,0.02,-4.82,-4.0,-9.16,1.05,-0.14,-0.2,0,
Danny Schepers,17,Free,0,0,-8.09,lf,RF,R,,4,0.14,46,0.16,14,0.309,94,94,0.77,-19.79,-9.28,-13.32,-13.05,-17.78,-8.09,-8.55,-8.38,-9.25,-11.54,-1.04,-5.07,-4.81,-9.53,0.16,-0.31,-0.14,-1.01,-9.25,-1.01,-10.54,-0.03,-4.07,-3.8,-8.53,1.17,0.7,0.87,0,
Juan Martinez,16,NYM,1,0,-7.86,lf,"2B, RF",R,,4,0.145,47,1.59,17,0.334,104,104,0.8,-19.57,-8.44,-10.48,-8.64,-11.8,-7.86,-8.37,-8.16,-9.03,-10.12,1.0,-1.04,0.8,-2.35,1.59,1.07,1.29,0.42,-9.03,0.42,-10.54,0.59,-1.45,0.39,-2.77,1.17,0.66,0.87,0,
Jesus Martinez,16,BOS,1,0,-7.96,c,,R,,4,0.152,49,0.63,12,0.342,103,-999,0.49,-7.96,-8.73,-13.6,-13.06,-17.66,-12.76,-10.04,-12.14,-8.68,0.63,-0.14,-5.02,-4.47,-9.07,-4.17,-1.46,-3.55,-0.09,-8.68,-0.09,0.72,-0.06,-4.93,-4.38,-8.98,-4.09,-1.37,-3.46,0,
Arturo Martinez,17,CLE,1,0,-6.56,lf,RF,R,,4,0.176,54,2.66,14,0.377,115,115,0.9,-18.22,-7.43,-10.74,-10.38,-16.75,-6.56,-7.12,-6.95,-7.68,-8.99,1.8,-1.51,-1.16,-7.53,2.66,2.11,2.27,1.54,-7.68,1.54,-10.54,0.26,-3.05,-2.7,-9.07,1.12,0.56,0.73,0,
Leonardo Dominguez,16,LAD,1,0,-8.41,1b,,S,,4,0.152,49,0.56,17,0.336,105,-999,0.49,-19.21,-8.41,-11.77,-11.81,-16.68,-12.58,-10.05,-12.15,-8.68,-10.24,0.56,-2.8,-2.85,-7.71,-3.61,-1.08,-3.18,0.29,-8.68,0.29,-10.54,0.27,-3.09,-3.14,-8.01,-3.91,-1.37,-3.48,0,
Danny Chipe,16,CHC,1,0,-9.22,1b,,L,,4,0.134,44,-0.83,4,0.327,94,-999,0.44,-20.14,-9.22,-13.58,-12.54,-17.28,-13.84,-11.17,-13.42,-9.61,-11.76,-0.83,-5.19,-4.15,-8.89,-5.46,-2.78,-5.03,-1.22,-9.61,-1.22,-10.54,0.39,-3.97,-2.93,-7.68,-4.24,-1.56,-3.81,0,
Sal Rizo,16,TB,0,0,-7.67,3b,3B,R,,4,0.134,44,0.2,12,0.303,92,92,0.75,-20.14,-9.1,-8.07,-7.67,-10.23,-13.9,-11.22,-13.42,-9.61,-12.28,-1.23,-0.21,0.2,-2.36,-6.03,-3.36,-5.55,-1.74,-9.61,-1.74,-10.54,0.51,1.54,1.94,-0.62,-4.29,-1.62,-3.81,0,
Armando Rivera,16,TB,1,0,-8.15,c,,R,,4,0.145,47,0.15,12,0.325,98,-999,0.47,-8.15,-8.89,-13.16,-11.64,-16.49,-11.78,-10.8,-11.5,-9.03,0.15,-0.59,-4.86,-3.34,-8.2,-3.48,-2.5,-3.2,-0.73,-9.03,-0.73,0.88,0.14,-4.13,-2.61,-7.47,-2.75,-1.77,-2.47,0,
Alberto Chavez,16,KC,1,0,-8.13,lf,,R,,4,0.149,47,2.49,13,0.387,112,-999,0.47,-19.6,-8.48,-8.51,-8.49,-11.04,-8.13,-9.99,-10.25,-9.07,-8.98,2.14,2.11,2.13,-0.41,2.49,0.63,0.37,1.56,-9.07,1.56,-10.54,0.58,0.56,0.58,-1.97,0.94,-0.92,-1.18,0,
Willie Galicia,16,KC,0,0,-7.96,lf,RF,R,,8,0.137,47,2.04,23,0.314,104,104,0.8,-19.67,-8.94,-12.06,-12.3,-17.55,-7.96,-8.47,-8.26,-9.13,-9.66,1.06,-2.05,-2.29,-7.54,2.04,1.53,1.74,0.87,-9.13,0.87,-10.54,0.18,-2.93,-3.17,-8.42,1.17,0.66,0.87,0,
Franck Lio,16,BOS,0,0,-8.29,lf,,R,,6,0.142,47,1.54,17,0.356,109,-999,0.47,-19.33,-8.41,-9.33,-9.46,-12.73,-8.29,-10.15,-10.69,-9.08,-9.5,1.42,0.5,0.37,-2.9,1.54,-0.32,-0.86,0.75,-9.08,0.75,-10.25,0.67,-0.25,-0.39,-3.65,0.79,-1.07,-1.61,0,
Carlos Velasquez,16,OAK,1,0,-8.26,c,,R,,4,0.134,44,0.93,12,0.333,100,-999,0.44,-8.26,-9.62,-13.86,-10.91,-16.66,-12.31,-11.28,-11.93,-9.61,0.93,-0.43,-4.68,-1.72,-7.48,-3.12,-2.09,-2.74,-0.42,-9.61,-0.42,1.35,-0.01,-4.26,-1.3,-7.06,-2.7,-1.67,-2.32,0,
Carlos Dorame,17,CHC,1,0,-7.63,lf,LF,L,,4,0.152,49,3.01,10,0.392,116,116,0.82,-19.21,-8.62,-13.05,-12.23,-17.83,-7.63,-8.95,-8.87,-8.68,-8.57,2.02,-2.41,-1.59,-7.19,3.01,1.69,1.77,1.96,-8.68,1.96,-10.54,0.06,-4.37,-3.56,-9.16,1.05,-0.27,-0.2,0,
Antonio Vinces,17,TB,1,0,-8.32,lf,,R,,4,0.14,46,0.85,14,0.333,102,-999,0.46,-19.79,-8.87,-11.29,-9.63,-14.57,-8.32,-10.27,-10.44,-9.25,-10.63,0.29,-2.12,-0.47,-5.41,0.85,-1.1,-1.27,-0.09,-9.25,-0.09,-10.54,0.38,-2.03,-0.38,-5.32,0.94,-1.01,-1.18,0,
Danny Ortiz,16,COL,1,0,-8.38,lf,LF,L,,6,0.136,46,0.64,14,0.325,99,99,0.78,-19.83,-9.17,-13.79,-12.92,-17.37,-8.38,-9.65,-9.63,-9.43,-10.8,-0.15,-4.77,-3.89,-8.34,0.64,-0.63,-0.6,-0.4,-9.43,-0.4,-10.4,0.25,-4.36,-3.49,-7.94,1.05,-0.22,-0.2,0,
David Perez,16,MIN,1,0,-8.03,lf,RF,R,,4,0.139,46,0.94,12,0.331,101,101,0.78,-19.55,-9.1,-13.8,-13.14,-18.74,-8.03,-8.72,-8.42,-9.15,-10.58,-0.13,-4.83,-4.17,-9.78,0.94,0.25,0.55,-0.18,-9.15,-0.18,-10.4,0.05,-4.65,-4.0,-9.6,1.12,0.43,0.73,0,
Corey Buchanan,21,Free,0,0,-4.49,1b,,R,,6,0.221,69,1.46,12,0.358,110,-999,0.69,-15.29,-4.49,-6.95,-4.76,-10.18,-8.7,-6.21,-8.08,-4.89,-9.34,1.46,-1.0,1.19,-4.23,-2.75,-0.26,-2.14,1.06,-4.89,1.06,-10.4,0.4,-2.06,0.13,-5.29,-3.81,-1.32,-3.19,0,
Ben Shaw,17,Free,0,0,-6.2,1b,,R,,8,0.194,60,2.3,22,0.361,114,-999,0.6,-17.46,-6.2,-6.46,-6.76,-9.87,-9.87,-8.89,-9.88,-6.92,-8.95,2.3,2.05,1.75,-1.36,-1.37,-0.38,-1.38,1.58,-6.92,1.58,-10.54,0.72,0.46,0.17,-2.95,-2.95,-1.97,-2.96,0,
Jake Soren,20,Free,0,0,-3.16,2b,2B,R,,10,0.216,68,4.72,21,0.378,117,117,0.99,-15.67,-4.47,-3.16,-4.23,-5.15,-8.94,-6.4,-8.32,-5.13,-7.79,3.41,4.72,3.65,2.73,-1.06,1.48,-0.44,2.75,-5.13,2.75,-10.54,0.66,1.97,0.9,-0.02,-3.81,-1.28,-3.19,0,
Cody Pellmann,21,Free,0,0,-4.2,lf,RF,L,,8,0.203,66,2.1,14,0.344,109,109,0.88,-15.91,-5.11,-8.24,-7.35,-12.35,-4.2,-4.58,-4.5,-5.37,-9.61,1.19,-1.94,-1.05,-6.06,2.1,1.71,1.8,0.93,-5.37,0.93,-10.54,0.27,-2.87,-1.98,-6.98,1.17,0.79,0.87,0,
Hugo Ramos,17,Free,0,0,-4.91,1b,,R,,4,0.227,68,4.27,17,0.428,130,-999,0.68,-15.77,-4.91,-8.94,-8.58,-13.13,-9.14,-6.74,-8.71,-5.23,-6.59,4.27,0.24,0.59,-3.96,0.04,2.44,0.47,3.95,-5.23,3.95,-10.54,0.33,-3.71,-3.35,-7.9,-3.91,-1.51,-3.48,0,
Jonathan Hartley,20,Free,0,0,-1.63,rf,RF,R,,10,0.252,78,6.69,16,0.428,130,130,1.13,-14.03,-3.5,-8.65,-8.34,-12.32,-2.21,-2.0,-1.63,-3.49,-5.72,4.81,-0.33,-0.03,-4.01,6.1,6.31,6.69,4.82,-3.49,4.82,-10.54,-0.01,-5.15,-4.85,-8.83,1.28,1.49,1.87,0,
Charlie Serfass,20,Free,0,0,-4.37,lf,RF,R,,6,0.209,65,2.03,13,0.33,102,102,0.94,-16.03,-5.32,-8.52,-9.1,-13.17,-4.37,-4.79,-4.76,-5.49,-9.62,1.08,-2.11,-2.69,-6.77,2.03,1.61,1.64,0.91,-5.49,0.91,-10.54,0.17,-3.03,-3.6,-7.68,1.12,0.7,0.73,0,
Jim Spencer,21,Free,0,0,-4.09,lf,,S,,10,0.227,71,1.24,17,0.336,106,-999,0.71,-15.32,-4.67,-7.67,-7.86,-13.03,-4.09,-5.77,-6.39,-4.92,-9.99,0.66,-2.34,-2.54,-7.7,1.24,-0.44,-1.07,0.41,-4.92,0.41,-10.4,0.26,-2.75,-2.94,-8.11,0.84,-0.85,-1.47,0,
Vic Rose,19,Free,0,0,-4.12,3b,,R,,10,0.23,71,5.35,33,0.41,134,-999,0.71,-15.25,-4.28,-6.86,-4.12,-10.1,-7.41,-6.39,-7.03,-4.71,-5.78,5.19,2.61,5.35,-0.63,2.06,3.08,2.44,4.76,-4.71,4.76,-10.54,0.43,-2.15,0.59,-5.38,-2.7,-1.67,-2.32,0,
Steve DeLapp,19,Free,0,0,-5.58,1b,,R,,4,0.214,64,0.45,14,0.346,105,-999,0.64,-6.97,-5.58,-9.08,-8.12,-13.45,-10.43,-7.56,-9.92,-6.05,-0.94,0.45,-3.05,-2.09,-7.42,-4.39,-1.53,-3.88,-0.02,-6.05,-0.02,-0.92,0.47,-3.03,-2.07,-7.4,-4.38,-1.51,-3.87,0,
Sean Lininger,20,Free,0,0,-3.23,lf,LF,S,,8,0.253,74,3.09,12,0.397,118,118,1.07,-3.36,-4.17,-8.98,-7.6,-11.91,-3.23,-4.37,-4.47,-4.28,2.96,2.15,-2.65,-1.28,-5.59,3.09,1.95,1.85,2.05,-4.28,2.05,0.92,0.1,-4.7,-3.33,-7.63,1.05,-0.09,-0.2,0,
Matt Daniels,16,Free,0,0,-7.68,lf,,R,,4,0.153,49,2.6,10,0.348,109,-999,0.49,-19.0,-7.97,-8.07,-8.09,-10.73,-7.68,-9.54,-10.08,-8.46,-8.73,2.3,2.2,2.18,-0.45,2.6,0.74,0.2,1.81,-8.46,1.81,-10.54,0.49,0.39,0.37,-2.26,0.79,-1.07,-1.61,0,
Josh Hughes,16,Free,0,0,-8.13,lf,,L,,4,0.144,47,0.89,17,0.326,102,-999,0.47,-19.46,-8.69,-14.07,-13.77,-17.75,-8.13,-10.04,-10.53,-8.92,-10.43,0.34,-5.05,-4.74,-8.73,0.89,-1.01,-1.51,0.11,-8.92,0.11,-10.54,0.23,-5.15,-4.85,-8.83,0.79,-1.12,-1.61,0,
Sean Johns,16,Free,0,0,-8.02,lf,,R,,6,0.147,49,3.15,28,0.365,120,-999,0.49,-19.39,-8.37,-9.43,-9.24,-12.7,-8.02,-9.92,-10.33,-8.85,-8.22,2.79,1.73,1.93,-1.53,3.15,1.25,0.84,2.31,-8.85,2.31,-10.54,0.48,-0.58,-0.39,-3.85,0.84,-1.07,-1.47,0,
Greg Walker,17,Free,0,0,-7.03,1b,,R,,4,0.189,57,1.88,13,0.386,114,-999,0.57,-8.84,-7.03,-10.32,-8.54,-13.82,-11.42,-8.7,-10.99,-7.18,0.07,1.88,-1.41,0.36,-4.92,-2.51,0.21,-2.08,1.73,-7.18,1.73,-1.66,0.15,-3.14,-1.36,-6.64,-4.24,-1.52,-3.81,0,
Emmanuel Wilson,16,Free,0,0,-7.05,lf,LF,L,,6,0.168,53,4.73,28,0.395,127,127,0.9,-18.58,-7.78,-11.2,-11.18,-16.37,-7.05,-8.32,-8.38,-8.04,-6.8,4.0,0.58,0.6,-4.6,4.73,3.46,3.4,3.74,-8.04,3.74,-10.54,0.27,-3.15,-3.14,-8.33,1.0,-0.27,-0.34,0,
Heath Duval,16,Free,0,0,-7.49,c,,R,,4,0.165,52,1.58,16,0.362,108,-999,0.52,-7.49,-7.73,-12.42,-11.55,-16.0,-10.86,-9.87,-10.67,-8.06,1.58,1.35,-3.34,-2.47,-6.92,-1.78,-0.8,-1.59,1.02,-8.06,1.02,0.56,0.33,-4.36,-3.49,-7.94,-2.8,-1.82,-2.61,0,
Chris Nipper,17,Free,0,0,-8.11,dh,,L,,4,0.168,52,1.47,12,0.387,115,-999,0.52,-18.65,-8.33,-13.78,-13.5,-17.2,-10.91,-9.84,-10.72,-8.11,-9.06,1.26,-4.2,-3.92,-7.61,-1.33,-0.26,-1.14,1.47,-8.11,1.47,-10.54,-0.22,-5.67,-5.39,-9.09,-2.8,-1.73,-2.61,0,
Louis Ford,16,Free,0,0,-6.93,lf,LF,L,,8,0.163,54,5.04,17,0.432,134,134,0.92,-18.47,-8.03,-11.52,-11.64,-15.61,-6.93,-8.07,-8.27,-7.93,-6.49,3.94,0.45,0.33,-3.64,5.04,3.9,3.71,4.05,-7.93,4.05,-10.54,-0.1,-3.59,-3.71,-7.68,1.0,-0.14,-0.34,0,
Scott Brewer,16,Free,0,0,-8.89,c,,R,,4,0.134,44,0.63,14,0.333,102,-999,0.44,-8.89,-9.54,-13.86,-13.32,-17.69,-13.51,-11.07,-13.08,-9.61,0.63,-0.03,-4.34,-3.8,-8.17,-4.0,-1.55,-3.57,-0.09,-9.61,-0.09,0.72,0.07,-4.25,-3.71,-8.08,-3.91,-1.46,-3.48,0,
Will Orem,19,Free,0,0,-5.63,lf,,R,,6,0.19,59,0.99,14,0.328,103,-999,0.59,-6.06,-6.37,-10.5,-6.43,-12.65,-5.63,-7.45,-7.85,-6.52,0.56,0.25,-3.87,0.2,-6.02,0.99,-0.82,-1.23,0.11,-6.52,0.11,0.46,0.14,-3.98,0.09,-6.13,0.88,-0.93,-1.33,0,
C.J. Adams,19,Free,0,0,-4.66,1b,,R,,8,0.224,68,3.04,28,0.364,120,-999,0.68,-15.61,-4.66,-6.85,-6.29,-11.48,-8.83,-6.25,-8.12,-5.07,-7.91,3.04,0.85,1.42,-3.78,-1.13,1.45,-0.42,2.63,-5.07,2.63,-10.54,0.41,-1.78,-1.21,-6.4,-3.76,-1.18,-3.05,0,
Omar Mendez,19,Free,0,0,-2.89,c,"C, RF",S,,10,0.207,66,4.27,28,0.35,114,114,1.12,-2.89,-5.28,-8.96,-7.48,-11.25,-4.34,-4.18,-3.48,-5.78,4.27,1.88,-1.8,-0.32,-4.09,2.81,2.98,3.68,1.38,-5.78,1.38,2.88,0.49,-3.18,-1.7,-5.47,1.43,1.6,2.3,0,
Chris Glatt,20,Free,0,0,-4.42,1b,,R,,8,0.225,72,0.37,17,0.321,103,-999,0.72,-15.36,-4.42,-7.33,-6.89,-12.69,-7.67,-6.83,-7.58,-4.82,-10.58,0.37,-2.55,-2.11,-7.91,-2.89,-2.04,-2.79,-0.04,-4.82,-0.04,-10.54,0.41,-2.51,-2.07,-7.87,-2.85,-2.0,-2.75,0,
Marshall Englund,20,Free,0,0,-3.22,3b,"2B, 3B",R,,8,0.19,62,3.69,17,0.336,106,106,0.9,-4.2,-5.91,-6.7,-3.22,-7.1,-10.26,-7.81,-9.54,-6.5,2.71,0.99,0.21,3.69,-0.19,-3.35,-0.9,-2.64,0.41,-6.5,0.41,2.3,0.59,-0.2,3.28,-0.6,-3.76,-1.31,-3.05,0,
Vernon Turnbull,20,Free,0,0,-4.84,lf,,S,,10,0.21,67,1.67,23,0.34,110,-999,0.67,-16.02,-5.38,-8.74,-8.13,-14.01,-4.84,-6.52,-7.24,-5.62,-9.51,1.13,-2.23,-1.63,-7.5,1.67,-0.01,-0.73,0.89,-5.62,0.89,-10.4,0.24,-3.12,-2.51,-8.39,0.79,-0.9,-1.61,0,
Shane Clark,19,Free,0,0,-4.74,lf,LF,L,,8,0.204,65,1.36,17,0.321,103,103,1.0,-15.89,-5.45,-8.75,-7.7,-13.62,-4.74,-5.96,-6.25,-5.63,-9.79,0.64,-2.66,-1.6,-7.53,1.36,0.13,-0.16,0.46,-5.63,0.46,-10.25,0.18,-3.12,-2.06,-7.99,0.9,-0.33,-0.62,0,
Tony Garay,19,Free,0,0,-3.55,lf,,S,,8,0.241,74,2.55,17,0.372,115,-999,0.74,-14.97,-4.25,-7.73,-8.25,-11.8,-3.55,-5.5,-5.77,-4.43,-8.87,1.85,-1.63,-2.15,-5.7,2.55,0.6,0.33,1.67,-4.43,1.67,-10.54,0.18,-3.3,-3.82,-7.37,0.88,-1.06,-1.33,0,
Chris McNicholas,19,Free,0,0,-4.67,1b,,R,,8,0.223,69,4.05,28,0.393,128,-999,0.69,-15.54,-4.67,-6.57,-5.08,-10.19,-7.7,-6.68,-7.32,-5.0,-6.82,4.05,2.14,3.63,-1.47,1.01,2.04,1.39,3.71,-5.0,3.71,-10.54,0.33,-1.57,-0.08,-5.18,-2.7,-1.67,-2.32,0,
Ben Moran,20,Free,0,0,-3.38,2b,3B,S,,10,0.231,71,5.38,26,0.393,124,124,1.03,-14.9,-4.1,-3.38,-3.97,-6.42,-7.2,-6.26,-6.82,-4.5,-6.14,4.66,5.38,4.79,2.33,1.56,2.5,1.93,4.26,-4.5,4.26,-10.4,0.41,1.13,0.53,-1.92,-2.7,-1.76,-2.32,0,
Doug DiBella,20,Free,0,0,-4.37,1b,,L,,8,0.228,69,1.8,22,0.344,109,-999,0.69,-15.18,-4.37,-5.55,-5.18,-9.45,-9.01,-6.3,-8.39,-4.93,-9.01,1.8,0.62,0.99,-3.28,-2.85,-0.13,-2.22,1.24,-4.93,1.24,-10.25,0.56,-0.62,-0.25,-4.52,-4.09,-1.37,-3.46,0,
Andy Hunt,16,Free,0,0,-6.52,rf,CF,R,,6,0.139,47,3.62,40,0.286,107,107,0.89,-19.39,-8.65,-12.54,-12.46,-16.92,-7.41,-6.66,-6.52,-8.85,-9.25,1.48,-2.4,-2.32,-6.79,2.73,3.48,3.62,1.28,-8.85,1.28,-10.54,0.2,-3.69,-3.6,-8.07,1.44,2.19,2.33,0,
Mike Pruitt,15,Free,0,0,-7.08,1b,,R,,6,0.175,56,3.96,14,0.432,131,-999,0.56,-18.04,-7.08,-8.8,-7.75,-12.43,-10.25,-9.27,-9.97,-7.5,-7.0,3.96,2.24,3.29,-1.39,0.79,1.77,1.07,3.54,-7.5,3.54,-10.54,0.42,-1.3,-0.25,-4.92,-2.75,-1.77,-2.47,0,
Ben Stolle,16,Free,0,0,-7.68,lf,LF,R,,4,0.154,49,3.17,16,0.377,111,111,0.83,-18.98,-8.6,-14.01,-13.15,-18.32,-7.68,-8.78,-9.2,-8.58,-8.13,2.25,-3.16,-2.3,-7.47,3.17,2.07,1.65,2.27,-8.58,2.27,-10.4,-0.02,-5.43,-4.57,-9.74,0.9,-0.2,-0.62,0,
Ray Wroblewski,16,Free,0,0,-8.87,1b,,L,,4,0.139,46,3.04,27,0.373,120,-999,0.46,-19.68,-8.87,-14.36,-13.53,-18.3,-13.33,-10.39,-12.89,-9.15,-7.78,3.04,-2.46,-1.62,-6.4,-1.42,1.51,-0.98,2.76,-9.15,2.76,-10.54,0.28,-5.22,-4.38,-9.16,-4.18,-1.25,-3.74,0,
Jonathan McKay,16,Free,0,0,-7.21,lf,LF,R,,4,0.163,51,2.98,17,0.38,118,118,0.86,-18.66,-8.02,-10.02,-9.19,-13.68,-7.21,-8.4,-8.46,-8.26,-8.47,2.17,0.17,1.0,-3.49,2.98,1.79,1.73,1.93,-8.26,1.93,-10.4,0.24,-1.76,-0.93,-5.42,1.05,-0.14,-0.2,0,
Bobby Gianelli,16,Free,0,0,-7.08,1b,,L,,4,0.181,56,1.71,14,0.382,115,-999,0.56,-18.03,-7.08,-7.92,-8.95,-12.22,-10.49,-9.55,-10.45,-7.49,-9.24,1.71,0.87,-0.16,-3.43,-1.7,-0.77,-1.66,1.3,-7.49,1.3,-10.54,0.41,-0.43,-1.46,-4.73,-3.0,-2.06,-2.96,0,
Vince Hankins,20,Free,0,0,-3.22,3b,,S,,14,0.223,72,5.76,51,0.349,130,-999,0.72,-15.08,-4.08,-3.68,-3.22,-7.22,-8.63,-5.82,-8.0,-4.54,-6.1,4.9,5.3,5.76,1.76,0.36,3.16,0.98,4.44,-4.54,4.44,-10.54,0.46,0.86,1.32,-2.68,-4.09,-1.28,-3.46,0,
Matt Greer,19,Free,0,0,-3.5,3b,,R,,10,0.242,73,6.96,35,0.452,141,-999,0.73,-15.02,-4.15,-5.61,-3.5,-8.6,-7.32,-6.33,-6.94,-4.62,-4.55,6.31,4.85,6.96,1.86,3.15,4.13,3.53,5.85,-4.62,5.85,-10.4,0.47,-1.0,1.11,-3.98,-2.7,-1.72,-2.32,0,
Dylan Stove,20,Free,0,0,-5.79,lf,,R,,10,0.195,61,2.33,37,0.342,113,-999,0.61,-17.16,-6.3,-6.9,-7.87,-11.07,-5.79,-7.69,-8.1,-6.63,-9.04,1.82,1.22,0.26,-2.95,2.33,0.43,0.02,1.5,-6.63,1.5,-10.54,0.32,-0.28,-1.24,-4.44,0.84,-1.07,-1.47,0,
Matt Jenkins,19,Free,0,0,-4.54,lf,,L,,6,0.223,68,2.73,22,0.374,116,-999,0.68,-15.58,-4.79,-7.5,-7.51,-12.62,-4.54,-6.4,-6.94,-5.33,-8.3,2.49,-0.22,-0.23,-5.35,2.73,0.88,0.33,1.95,-5.33,1.95,-10.25,0.54,-2.17,-2.18,-7.3,0.79,-1.07,-1.61,0,
Chris Swenson,16,Free,0,0,-5.19,rf,RF,L,,6,0.165,54,5.11,23,0.373,120,120,0.92,-8.22,-7.54,-11.71,-11.48,-15.66,-6.24,-6.08,-5.19,-7.77,2.08,2.76,-1.42,-1.19,-5.37,4.06,4.22,5.11,2.53,-7.77,2.53,-0.45,0.23,-3.94,-3.71,-7.89,1.53,1.69,2.58,0,
Keith Medved,19,Free,0,0,-4.66,lf,LF,L,,8,0.218,66,2.06,17,0.359,110,110,1.02,-16.01,-5.48,-11.31,-10.35,-15.38,-4.66,-5.71,-6.09,-5.61,-9.29,1.24,-4.6,-3.63,-8.66,2.06,1.0,0.63,1.11,-5.61,1.11,-10.4,0.13,-5.7,-4.74,-9.77,0.95,-0.1,-0.48,0,
Edgar Bran,20,Free,0,0,-4.98,2b,,R,,8,0.213,63,0.67,16,0.34,96,-999,0.63,-16.75,-5.83,-4.98,-6.86,-8.91,-5.42,-7.19,-7.54,-6.35,-11.11,-0.18,0.67,-1.21,-3.26,0.23,-1.54,-1.89,-0.71,-6.35,-0.71,-10.4,0.52,1.37,-0.51,-2.55,0.94,-0.84,-1.18,0,
Chris Moreau,16,Free,0,0,-7.51,lf,RF,S,,8,0.143,49,2.89,23,0.342,112,112,0.83,-19.31,-8.71,-13.32,-12.49,-17.03,-7.51,-7.93,-7.62,-8.78,-8.92,1.69,-2.92,-2.09,-6.63,2.89,2.47,2.78,1.62,-8.78,1.62,-10.54,0.07,-4.54,-3.71,-8.25,1.27,0.85,1.16,0,
Tim Bollinger,20,Free,0,0,-4.33,rf,RF,R,,8,0.189,61,0.72,14,0.3,93,93,0.88,-16.87,-6.09,-9.67,-9.7,-14.98,-5.0,-4.93,-4.33,-6.34,-11.82,-1.04,-4.61,-4.64,-9.92,0.05,0.13,0.72,-1.28,-6.34,-1.28,-10.54,0.24,-3.33,-3.36,-8.64,1.33,1.41,2.01,0,
Alan Diercks,17,Free,0,0,-7.7,1b,,L,,8,0.159,53,3.68,40,0.369,129,-999,0.53,-18.47,-7.7,-10.51,-11.1,-16.14,-11.89,-9.4,-11.55,-7.93,-7.09,3.68,0.87,0.28,-4.76,-0.51,1.98,-0.17,3.45,-7.93,3.45,-10.54,0.23,-2.58,-3.17,-8.21,-3.96,-1.47,-3.62,0,
Phil Monaghan,16,Free,0,0,-7.65,lf,LF,R,,6,0.149,49,2.91,23,0.365,117,117,0.83,-19.1,-8.04,-11.63,-8.11,-13.9,-7.65,-8.88,-8.9,-8.7,-8.54,2.52,-1.07,2.45,-3.34,2.91,1.68,1.66,1.86,-8.7,1.86,-10.4,0.66,-2.93,0.59,-5.2,1.05,-0.18,-0.2,0,
D.J. Ros,20,Free,0,0,-3.3,lf,"3B, RF",L,,12,0.223,71,3.98,34,0.329,116,116,1.03,-14.91,-4.25,-6.53,-4.2,-8.52,-3.3,-3.72,-3.5,-4.51,-7.64,3.03,0.75,3.08,-1.24,3.98,3.56,3.78,2.76,-4.51,2.76,-10.4,0.26,-2.02,0.31,-4.01,1.22,0.79,1.01,0,
Joe Rich,20,Free,0,0,-4.2,1b,,L,,8,0.25,74,0.42,13,0.349,102,-999,0.74,-14.94,-4.2,-4.46,-7.35,-10.9,-7.41,-6.51,-7.37,-4.4,-10.32,0.42,0.17,-2.73,-6.27,-2.79,-1.89,-2.74,0.22,-4.4,0.22,-10.54,0.21,-0.05,-2.94,-6.49,-3.0,-2.11,-2.96,0,
Danny Potts,16,Free,0,0,-9.16,1b,,L,,4,0.133,44,0.63,17,0.336,105,-999,0.44,-20.03,-9.16,-12.65,-12.64,-17.83,-12.45,-11.42,-12.46,-9.5,-10.24,0.63,-2.86,-2.85,-8.04,-2.66,-1.63,-2.67,0.29,-9.5,0.29,-10.54,0.34,-3.15,-3.14,-8.33,-2.95,-1.93,-2.96,0,
